评论时间,IP,用户ID,昵称,评论,评分
1437926400.0,未知,t-e569b003-eede-4346-a529-34ba8c2d0991,138*****598,老君山很不错，住在景区里面的商务宾馆，带早餐，房价120，不算贵，条件还行，宾馆有普通的农家饭。一张门票有效期是两天，景区里面有好几个景点，只要不出景区大门，可以玩几天，如果出门的话，可以在两天有效期内反回景区。老君山，追梦谷，还有寨沟御竹林，有小溪，孩子们可以去玩。景区很凉快，不用开空调就能睡得很好！买的套票，包含门票和钟灵索道往返费用。上山还有一个峰林索道，需要自己再次购票单次45，往返80。因为带着小孩，又买了一个单次索道，下山走下来的，到钟灵索道做回程缆车。景色很美，山顶很冷。蓝天白云，空气很好。总体来说还可以，但是门票我们到景区以后，宾馆老板说如果提前联系他，可以帮买团购票115（门+钟灵索道往返）。大家可以参考。,10
1405440000.0,未知,t-4f752c7a-c01d-46ec-b4db-9a9d3d72ddbc,135*****647,当时在郑州，看到同程有老君山一元游的门票，就毫不犹豫的订了。去老君山很方便，到景区门口有电瓶车接，可是我到时是下午，等了半小时也没有进景区的人，没办法，只好自己10元一趟进去了。景区取同程预定的票很方便。景区游玩上山有缆车，不累。但在山上吃住有些困难，不过山下景区景区里有好多旅馆价位合理也干净，只不过下了山明天再上还要消费坐缆车，徒步上山要5个人多小时，一般人不行的。,10
1465401600.0,未知,612063bd-f635-45e0-8fba-70d211b47a12,156****2057,"不错 就是有点累 我们是上山爬 下山坐索道 起初爬山有水还不错 景色也可以 瀑布不大但还可以 然后就是4,5个小时台阶路 痛苦开始 体力不支者尽量不要走 否则估计要返回 带好吃喝 5个小时的路程上没有服务点 一定要注意 一旦爬上去 就会觉得这几个小时的痛苦还是值得的 南天门 云海 赞一个 建议 老人小孩还是坐索道上下 年轻人 可以选择先索道 后走下山 下台阶还是比较轻松的",10
1620403200.0,未知,71bbcac4-23a9-472f-8cdd-1bf41cf6f729,61909074CA70326F,五一假期出游，人太多了，虽然景区在5月2日和3日，现场停止售票了，但网络购票的人数还是没控制住，导致汽车停车场进不去，景交那也无人管理，游客是追着景交跑，索道那更恐怖，后面排着长队，中间那无人管理，游客都在中间那随意插队，进入候车大厅更乱，管理人员站在那，根本不管，任由游客拥挤争吵及翻爬栏杆，现场太混乱了，排队4小时基本才能坐上缆车，相比之下，下行索道管理比较好，没有出现上述情况，作为5a景区，应对如此大的人流，还是没有管控好。景区景色还是很美的！就是面对如此大的人流，管理太混乱了！,6
1475510400.0,未知,a93476cb-d6c9-4e18-8953-a65481a60a53,13781lgvack,景色不错！想着国庆期间人会特别多，就提前半天出发，3号下午出发晚上七点到栾川县城，同程预定的汽车站附近的宾馆，条件还可以就是有点吵。4号早上吃过早餐七点多县城出发，县城到景区几公里的路程也很快，游客服务中心换过票后车可以直接开进去，车停到中灵索道附近，才发现景区内好多农家可以住，要知道3号应该直接住景区内，这样晚上可以随便走走。停好车八点多开始排队等中灵索道，感觉来来回回有十几排全都是人，排了一个半小时左右才坐上索道。我同程定的大通票，中灵索道上去又做了峰林索道，到了十里画屏，步行一个多小时，景色秀丽，不虚此行！由于孩子们嫌累，过了伏牛山极顶，看了玻璃观景台后就没有再登金殿，步行去坐索道下山了。全程索道网定票238，如果现场买票是270，同程还是比较划算的！两点多到停车场时还有大批游客在排队等索道，想想等那一个多小时真是特别漫长啊！好在上面景色不错。此行遗憾的是没安排好行程，如果3号住景区农家，可以头天下午逛逛追梦谷，据说那边水很多，也没去成，第二天提前排队中灵索道这边。2点多下山来白云山这边景区住下了，带孩子行程不能安排太满太累！假期出行建议大家提前入住，错开高峰时段！现在我躺在白云山景区的农家休息，写下这篇乱乱的评论，希望能给假期来玩儿的朋友们有一点点帮助！,10
1459699200.0,未知,1a4ad895-a766-471d-8223-21d2a4b3c7e9,150****1870,一次临时起意的旅游，约了好友一家，下午四点半出发，因为事先没计划，也没查询路况，结果洛栾高速施工，只能从嵩县产业聚集区站下站，天晚了在嵩县休息一晚，早上出发前往栾川，九点半下了高速五分钟到景区服务中心，到网络取票窗口很快取好票，开车进入景区，到中灵索道门口停好车，买好每人一百的往返票，就加入了乘坐索道的大军中，开始了长达三个小时的漫长等待，排队的人好多都没带雨具，工作人员冒雨给送来十元一件的雨衣，下了八分钟车程的缆车，第一感觉就是冷，缆车旁边有出租衣服的，门口排起了长队，向上走五六分钟就是中天门和峰林索道，收拾下吃点东西，开始步行上山，一路好风景，陡峭的步梯，望不到底的栈道，远处仙境般的云海，身旁漂亮的雾凇，树枝叶上的冰挂，一路拍照走走停停，结果工作人员所说的半小时路程走了两个半小时还多，看地图上的十里画屏比刚走的距离远多了，时间来不及，只能给下次再光顾留了个借口，来到金殿建筑群，陡峭的山峰上建起诺大的建筑，在内心默默的为建筑师们赞一个，半小时参观后下山到峰林索道，买票上缆车，三四分钟就了中天门，排队十五分钟坐上中灵索道到达停车场，打道回府，回程高速继续封路，五个小时才到家！一天的总结是景区真的很大，没有理解透网友们的评价，下次一定头天晚上住在景区，早上一早游玩，十里画屏一定要去！个人体会，仅供参考！,10
1401811200.0,未知,t-53f0f303-2d54-40e0-9854-121e88d0f14b,150*****234,一行人十个**，五个小孩儿，早上天没亮就起床，自驾一路开了5个多小时（距离并不远，主要大部分是311国道的山路)，10点多进园，人不多，在网络订票窗口取票，很快捷，车直接开到景区门口（同程上订的套票，含中灵索道部分），所以坐索道到中天门，然后陡步绕到舍身崖，再爬上金顶，天气也挺给力，到山顶时候本来多云的天忽然晴开了，山上的景色真是如仙景一般，同时有一种从未有过的轻松感觉，心旷神怡！值的一提的是，小朋友们很棒，比大人走的还快，一直到山顶，而且还登上了伏牛山主峰马鬃岭（海拔2217米）。下去的时候全程索道，很快就到山下了，5点多离开。,10
1464969600.0,未知,654bf2ab-663f-4dab-a8d0-ca3ad0ed0052,183****5065,网上买的门票感觉很便宜就来了，来了后发现老君山景点要想上去，确实不容易。没有从大门到景点的车，关键是如果想从山下到中天门根本不行，只能坐缆车，游完景点想从中天门下去也不可能，那有一个牌子上面写着，距离山下15.5公里，走路需要5个小时，沿途没有服务，下去也必须坐缆车，坐缆车来回需要100元，作为年轻人我想不坐缆车省点钱都不行，景点应该有从山下到中天门的大巴车，应该多为游客想想，不是所有游客都很有钱。整个景点风景还是可以，从中天门到金顶来回5个小时就可以游完。,6
1465228800.0,未知,9e4841d9-1d23-4a09-a913-d2f0f97961b3,138****7629,因为路途远，下午2点才换了门票，乘中灵索道很快到站，一路登山到了十里画屏精华景区，过了隧道，眼前一亮，没想到这里的山竟然这般美，堪与张家界相媲美了，沿着悬在山外的栈道看奇峰独秀，看杜鹃花开与满目的苍翠，听着小鸟婉转的歌喉，已是醉了！忽然起雾了，一边是蓝天白云，一边是烟雾弥漫，散开了，把人、山、栈道都隐藏起来，一阵山风刮过，一切又清晰可见。伏牛山最高峰上可以看到建在山尖上的道观群，青砖灰瓦古建筑、飞檐漂浮在云雾中，仙宫一般，云雾缭绕着。看了道观群，归途中欣赏了舍身崖及落日，返回中灵索道，用时5个小时。第二天上午就是戏水追梦谷了。山涧、飞瀑、森林，虽然是夏季，没感到炎热，好一个避暑胜地！往返十公里、历时4个小时。追梦谷一个寻梦的清幽之地！老君山真美！,10
1462550400.0,未知,55130513-8f87-4fce-8036-0fe785e6e608,155****4273,前一天下午从郑州出发大巴5个小时到栾川，先找个宾馆休息，第二天早上六点吃了早餐从栾川县宾馆打的到山脚追梦谷入口20元，八点开始往山上爬，徒步五个小时终于到达山顶，一路的风景很不错，途经老君山瀑布，因为很累很多人滞留或者原路返回，我们坚持爬到山顶，越往上山路越陡险，山顶的风景很不错，看下大概海拔2200米，风吹了有一丝凉意。见证了大自然的鬼斧神工和勤劳人民的巧夺天工之后我们决定坐缆车下山，体验不一样的感觉，缆车分两段，男朋友有点恐高，紧紧抓住我的手不放，一人欣赏缆车周围美丽的风景，很快到达山脚，爬山旅行圆满结束。。,10
1462032000.0,未知,7220fd27-7fef-4061-a2ef-d2f8729aa806,137****0385,"事实证明出发之前做好攻略是非常明智的，旅程会顺畅很多，避免无意义的精力消耗。特别是节假期，为避开车辆人流高峰，我们全家早上4点半出发,  感谢给力的天气没有雾，并且由于时间早一路上人迹寥寥，速度很快，8点钟刚好到老君山售票中心。取票很顺利，窗口工作人员态度很好！订的是165/人，包含中灵索道往返。车子就停在索道旁边的停车场，出来的时候要收费10元。鉴于我现在腿又酸痛跟断了似得，坐索道真的很有必要！所以我明白之前看评论为什么都说可以不做峰林索道，但一定要做中灵索道。坐中灵索道是为了节省时间和体力，没有选择坐峰林索道则是因为，这样可以慢慢欣赏峰林仙境十里画屏的美丽风光，毕竟这段是景区最精华的部分。眼睛是很贪婪的，好的风景要慢慢看！事实证明确实名不虚传，栈道的设计感觉特别好。景随步移，沿途有很多视野极佳的观景点。极目远眺，层峦叠嶂，山脉线条起伏跳跃富于变化似是小提琴旋律，大自然的鬼斧神工尽收眼底。走栈道边走边看流连风景所以并不累，走走停停。值得一提的是老君山对旅游资源的保护工作做的还是很不错的，栈道的设计给野生树木留出生长空间，并且防止游人把松树摸**，还给树穿上了保护壳。沿途随手可及的**篓，所以整个景区还是很整洁的。可能因为是道教名山，崇尚清静无为，所以景区商业化程度控制的还可以。登顶至2217m处花了3、4个小时，在此可以鸟瞰栾川县城。在金顶处停留了有一个小时，已经接近中午两点了，所以我们决定返程。 返程走弯腰石，上山不难下山难啊，两腿直发软。哈哈！下来坐了滑道然后3点半就到停车场了。由于很累想睡觉所以就没去寨沟。挺开心的一天，希望老君山能保持好生态环境，以后还会再去的！",10
1434470400.0,未知,t-3509518e-05f8-48ba-a4e6-bb48ea3d0232,coolaq,2015年6月14号晚上7点到老君山正门（之前我们先在重度沟玩了一天），两个景点很近车程半个小时，因为不知道山里能不能住宿，只好在山门外住下了，（后来知道进了景区大门也有很多农家和宾馆。价格稍微贵一点，不过可以接受）。第二天8点开始上山，进山后才发现老君山的景色太美了，我们是坐索道上到中天门单程票价60元，然后步行登顶，一路上美景尽收眼低。路上也出现了许多尴尬，由于山里的路标太少，山里有个别地方的游览地图也很难看懂，每个岔路口都是靠游客们研究讨论后才敢前行，结果我也走错路好几回，山路上时时碰到迷路和问道的游人。总得来说老君山景色好，路标要是跟上就更好了。,10
1472400000.0,未知,95e143b5-726c-43f4-9f05-628b326d1824,13598kwzmcs,同程订票，在票务中心取票很方便，老君山很美，如在画中游的感觉。中灵索道后的景点是精华，建议大家步行游览。体力不好的座索道。有点就是景区标示不是太清晰，好多不知道怎样选择路线，也不知道路程有多远，最讽刺的是座索道处的标示却大大的写着15公里。所以几乎所有的人都要座缆车，加上这**费用就真不小啦。缆车排队就两个多小时，还有老有不自觉的人插队。好多吵架的。中国有小部分人被外国任嘲讽，也不能怪别人看不起这种人。连我们都鄙视。还有回来时才发现有个在寨沟景点包含在内，多数都不知道。没去。小有遗憾。留点念想吧。,10
1436544000.0,未知,t-d3a88f10-540d-44f6-aaa3-e2d9e249e14d,138*****492,景色不错，特别是十里画屏，置身悬崖峭壁中，非常漂亮，有的地方还正在修建，期待更美。山顶海拔2200多米，最好从老君山上，坐索道到半山腰，再登山到金顶，需要3――4小时，不坐索道会太累，还费更长时间。从追梦谷下山，需要5个小时，如果从追梦谷上山需要更多时间，全是陡阶梯，最后有老君山瀑布，还比较好玩，需要半天时间，太累了。第二天可以到寨沟玩玩，在同程网定的门票，每张72元，可以用两天哟。外面住宿费每人20元，饭菜有点贵。我们一天时间，没能去寨沟玩，有点小遗憾。,10
1465401600.0,未知,1dcc167b-954e-48b5-bdc7-eee373ba4b1e,152****8077,同程特惠，门票很便宜，订票和取票都很方便。景区服务态度很好！6月5号早上 这是第二次登老君山 从追梦谷徒步爬山 途中风景美不胜收 快到山顶时 经历了天气的风云突变，有晴转阴至电闪雷鸣 暴雨加冰雹 同时也看到了雷雨中老君山风景的变幻莫测。到了山顶天气转晴，看到火烧云 云雾缭绕，仿似仙境。山上宾馆徐老板特别热情，免费提供了感冒药 服务周到 非常感谢他的照顾！第二天早上看了日出和云海，云海波澜壮阔，气势磅礴，不得不惊叹大自然的美妙！总之这是一次收获颇丰的旅行！老君山非常值得一游！,10
1444752000.0,未知,717c3ff8-5908-43f6-a76a-ded5a6f49fa2,189****9099,今年10月5日上老君山，同程网买套票方便、实惠。5日早上7点前就在票务中心取票（景区黄金周上班也挺早的），开车进山早餐后，坐中灵索道人已经有点多了。到中天门，走十里画屏，蓝天白云，层林微染，山色奇秀，风景绝美！！！然后，上伏牛山主峰（在此欣赏金顶道观群最佳），经南天门，游金顶道观群，老君庙，道德府，玉皇顶，亮宝台，建筑依山势而建，与武当山金顶相比虽略有逊色，但也雄伟壮观。下山又玩了舍身崖，经中灵索道下山。由于上山很早，避开了人流高峰，我们轻轻松松，下午4点才下山，感觉很好（第三天小腿才有点感觉）！第二天，又去了寨沟，因为是秋季缺水，景色一般，权当徙步吧。总之，很不错的5a。,10
1462291200.0,未知,25ea8e78-d112-448a-b7c1-e18b9d36f1fb,158****3381,老君山两日游旅游攻略：第一天早点走中午能到达最好，下午可以先玩追梦谷，追梦谷走到天瀑绝唱就可以返回了！晚上住到老君山这条线上的农家，这里的农家比较多。第二天，早点上山，索道7点开门，游玩路线可以这样安排：坐中灵索道到达中天门再坐峰林索道到达栓牛桩开始游览十里画屏最终到达金殿，返回可以坐峰林索道下也可以不坐，我们坐滑道到栓牛桩，步行走飞云栈道到达救苦殿下到中天门坐中灵索道下山！这样安排比较合理，可以不用爬救苦殿的上千级台阶！上山两个索道不要省！下山中灵索道不要省！这样可以节省很多时间和体力！我们这样走也在山里转了六个多小时！,10
